"_alternate_title","_api_name","_cover_image","_dir","_director","_episode_count","_episode_length","_finished_airing","_genres","_rating_1","_rating_2","_reponse","_show_type","_started_airing","_status","_synopsis","_title","_type","_url","_votes","_year"
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/008/259/large/142441851732903657180.jpg?1440190070","Amagi Brilliant Park","","13","24","2014-12-26","[{'name': 'Comedy'}, {'name': 'Magic'}, {'name': 'Fantasy'}, {'name': 'Romance'}]","3.90317359042811","","","TV","2014-10-07","Finished Airing","The story centers around high school student Seiya Kanie, a self proclaimed genius with looks, intellect, and athletic ability. On a Sunday, a mysterious transfer student who carries a musket gun takes him to an old and deserted amusement park, Amagi Brilliant Park. He is told that if the park can't attract 100,000 visitors in the next two weeks, it will be closed immediately. And thus the business comedy, Amagi Brilliant Park, begins!

(Source: Batoto, Crunchyroll)","Amagi Brilliant Park","anime","https://hummingbird.me/anime/amagi-brilliant-park","",""
"AnoHana: The Flower We Saw That Day","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/005/981/large/anohana.jpg?1439488082","Ano hi Mita Hana no Namae wo Bokutachi ha Mada Shiranai","","11","22","2011-06-24","[{'name': 'Drama'}, {'name': 'Supernatural'}, {'name': 'Slice of Life'}]","4.3158722158098","","","TV","2011-04-15","Finished Airing","Jinta Yadomi and his group of childhood friends have become estranged after a tragic accident split them apart. Now in their high school years, a sudden surprise forces each of them to confront their guilt over what happened that day and come to terms with the ghosts of their past.

(Source: NIS America)","Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.","anime","https://hummingbird.me/anime/anohana-the-flower-we-saw-that-day","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/462/large/A2N4jee.jpg?1416408510","Another","","12","24","2012-03-27","[{'name': 'Mystery'}, {'name': 'Horror'}, {'name': 'Thriller'}, {'name': 'School'}]","3.86484337852735","","","TV","2011-12-26","Finished Airing","26 years ago, in a third-year classroom of a middle school, there was a student named Misaki. As an honors student who was also good at sports, she was popular with her classmates. When she suddenly died, her classmates decided to carry on as if she was still alive until graduation. Then, in the spring of 1998, a boy named Sakakibara Kouichi transfers to the class, and he grows suspicious of the fearful atmosphere in that classroom. In particular, there is a beautiful, aloof girl named Mei Misaki who wears an eyepatch and is always alone drawing pictures.","Another","anime","https://hummingbird.me/anime/another","",""
"Blue Exorcist","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/005/940/large/5940.jpg?1408456975","Ao no Exorcist","","25","24","2011-10-02","[{'name': 'Action'}, {'name': 'Supernatural'}, {'name': 'Fantasy'}]","3.91979421000651","","","TV","2011-04-17","Finished Airing","This world consists of two dimensions joined as one, like a mirror. The first is the world in which the humans live, Assiah. The other is the world of demons, Gehenna. Ordinarily, travel between the two, and indeed any kind of contact between the two, is impossible. However the demons can pass over into this world by possessing anything that exist within it. Satan is the god of demons, but there's one thing that he doesn't have, and that's a substance in the human world that is powerful enough to contain him!! For that purpose he created Rin, his son from a human woman, but will his son agree to his plans? Or will he become something else...? An exorcist?
(Source: MU)","Ao no Exorcist","anime","https://hummingbird.me/anime/ao-no-exorcist","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/900/large/4900.jpg?1408453800","Aoi Bungaku Series","","12","22","2009-12-27","[{'name': 'Drama'}, {'name': 'Psychological'}, {'name': 'Thriller'}, {'name': 'Historical'}]","3.93499394998051","","","TV","2009-10-11","Finished Airing","The series consists of adaptations of six modern classics of Japanese literature: Osamu Dazai's No Longer Human (Ningen Shikkaku) & Run, Melos! (Hashire, Melos!), Natsume Sosekiâs Kokoro, Ryunosuke Akutagawaâs Hell Screen (Jigoku Hen) & The Spider's Thread (Kumo no Ito), and Ango Sakaguchi's In the Forest, Under Cherries in Full Bloom (Sakura no Mori no Mankai no Shita).

No Longer Human (Ningen Shikkaku) - A high school student becomes lost and alienated. Despondent and aimless, he falls into a cycle of self abuse, depression and drugs that taints his life for years. Told in four chapters, each chapter deals with a different point in his life and the final chapter leaves him standing alone - an empty and hollow caricature of his former self.

In the Forest, Under Cherries in Full Bloom (Sakura no Mori no Mankai no Shita) - A love story between a 12th-century woman and a mountain bandit who abducts her.

Kokoro - A 1914 tale of a young man's life journey during the Meiji era. The work deals with the transition from the Japanese Meiji society to the modern era, by exploring the friendship between a young man and an older man he calls ""Sensei"". It continues the theme of isolation developed in Soseki's previous works, here in the context of interwoven strands of egoism and guilt, as opposed to shame.

Run, Melos! (Hashire, Melos!) - An updated retelling of a classic Greek tale of the story of Damon and Pythias. The most prominent theme of ""Run, Melos!"" is unwavering friendship. Despite facing hardships, the protagonist Melos does his best to save his friend's life, and in the end his efforts are rewarded.

The Spider's Thread (Kumo no Ito) - The Buddha Shakyamuni chances to notice a cold-hearted criminal suffering in Hell. But this criminal did perform one single act of kindness in not stepping on a spider in a forest. Moved by this selfless act, Shakyamuni takes the silvery thread of a spider in Paradise and lowers it down into Hell, but it falls upon the criminal to seize the opportunity and pull himself out - if he can.

Hell Screen (Jigoku Hen) - A famous artist is commissioned by a great lord to create a series of paintings depicting scenes of the ""Buddhist Hell."" The artist is unable to paint scenes that he has not seen himself, prompting him to torture and torment the Lord's staff to create his imagined images of hell. His creative efforts taint the household, as the story descends into madness and destruction.

(Source: AniDB)","Aoi Bungaku Series","anime","https://hummingbird.me/anime/aoi-bungaku-series","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/005/067/large/tqrsVal.jpg?1432479907","Arakawa Under the Bridge","","13","24","2010-06-28","[{'name': 'Comedy'}, {'name': 'Romance'}]","3.87116028971317","","","TV","2010-04-05","Finished Airing","Ko Ichinomiya's family motto is ""Never be indebted to anyone,"" but after losing his pants and falling into the Arakawa River, he quickly finds himself in debt to his savior, the cutely insane Nino (who happens to live under the bridge). To repay her, he vows to help her with her desire to ""experience love."" Along the way he'll meet the river's other residents, including a hot-blooded kappa, a Sister in drag, and a literal rock star. Sorry, Koâwhen you fell into that river, I guess you really got in over your head! 
(Source: NIS America) ","Arakawa Under the Bridge","anime","https://hummingbird.me/anime/arakawa-under-the-bridge","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/439/large/zsmkkc.jpg?1432479987","Aria The Animation","","13","24","2005-12-29","[{'name': 'Sci-Fi'}, {'name': 'Fantasy'}, {'name': 'Slice of Life'}]","3.88129284639524","","","TV","2005-10-06","Finished Airing","On the planet Aqua lies the watery city of Neo Venezia, a tourist hub in which people travel around in gondolas. Professional gondoliers known as Undines are well-revered as they act as tour guides for the people. Akari Mizunashi is a gondolier in training and also an employee of Aria Company. She gets to meet all sorts of people as she takes them on the gondola rides, from friendly mentors to special individuals, all this admidst the beautiful scenic backdrop of the entire city.

(Source: ANN)","Aria The Animation","anime","https://hummingbird.me/anime/aria-the-animation","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/852/large/a_ariaavvenire_02_lrg.jpg?1432479947","Aria the Natural","","26","24","2006-09-25","[{'name': 'Sci-Fi'}, {'name': 'Fantasy'}, {'name': 'Slice of Life'}]","4.18232217691185","","","TV","2006-04-03","Finished Airing","In a continuation of the last series, Akari Mizunashi continues her job as a gondolier along with her friends from the other two rival companies, Aika and Alice. As they continue their training to become Undines, they continue to meet new people and partake on mysterious adventures, all in the quiet, scenic, and peaceful city of Neo Venezia. (Source: ANN)","Aria the Natural","anime","https://hummingbird.me/anime/aria-the-natural","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/002/328/large/hSOsi.jpg?1432382504","Aria the OVA","","1","30","None","[{'name': 'Sci-Fi'}, {'name': 'Fantasy'}, {'name': 'Slice of Life'}]","4.05333445211439","","","OVA","2007-09-21","Finished Airing","The story of Aria company before the arrival of Akari.","Aria the OVA: Arietta","anime","https://hummingbird.me/anime/aria-the-ova-arietta","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/002/039/large/26DCC78BD23438E7D713B8E2A825F46F_800_1094.jpg?1416278673","Baccano!","","13","24","2007-11-02","[{'name': 'Action'}, {'name': 'Mystery'}, {'name': 'Supernatural'}]","4.38772468341341","","","TV","2007-07-27","Finished Airing","In the year 1711, a group of alchemists are granted an elixir of immortality, with the stipulation that they must kill each other until there can be only one. The now-immortal group unanimously decides it wasn't worth it and destroy the elixir; but one of them, Slizard Quates, starts to kill off his fellow immortals. To reduce the risk of Quates tracking them all down, the group separates and goes their separate ways. Neither of them crosses paths again till 1930, Manhattan, when Quates manages to create a new elixir of immortality. However, he loses it and it ends up going around town, taken to be a bottle of alcohol and unknowingly drunk by many residents. The drinkers of this new elixir include Isaac and Miria, an eccentric pair of thieves; the Gandor brothers, a Mafia family; and their associates in the Camorra, the Martillos (who employ some of the original immortals). Now, not only are a new group of immortals created, but the simmering criminal underworld is about to explode.

(Source: IMDB)","Baccano!","anime","https://hummingbird.me/anime/baccano","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/003/919/large/iHK77Z6hWeIZc.jpg?1410532863","Bakemonogatari","","15","24","2010-06-25","[{'name': 'Comedy'}, {'name': 'Mystery'}, {'name': 'Supernatural'}, {'name': 'Romance'}, {'name': 'Ecchi'}, {'name': 'Vampire'}]","4.30541528047037","","","TV","2009-07-03","Finished Airing","Although there are still traces of the brief period he became a vampire, third-year high school student Koyomi Araragi is human again. He happens upon others with their own supernatural problems and finds that he can empathize. Koyomi becomes involved in their lives, seeking to help them and occasionally asking for advice from Meme Oshino, the homeless man who helped him become human again.

(Source: ANN)","Bakemonogatari","anime","https://hummingbird.me/anime/bakemonogatari","",""
